ID;Estado;Antigüedad;Tipo_de_Casa;Tiempo;Edad;Estado_Civil;Registro;Tipo_Trabajo;Gastos;Ingresos;Activos;Deuda;Monto;Precio
3432;1;1;5;24;21;1;1;2;45;114;2500;500;500;1154
3433;1;3;2;60;29;2;1;1;45;130;3500;1690;1100;1127
3434;2;2;1;60;42;2;1;3;45;0;0;0;950;962
3435;1;4;5;36;39;2;1;1;60;100;6000;0;800;1500
3436;1;5;2;36;45;3;1;4;35;142;6000;0;800;850
3437;2;18;1;48;53;4;2;3;51;164;0;0;1000;1295
3438;1;1;1;60;28;2;1;1;60;150;0;0;1350;1419
3439;1;8;2;24;47;1;2;1;35;320;50000;2000;300;2300
3440;2;8;1;12;32;2;1;3;45;0;0;0;300;400
3441;1;12;2;36;47;2;1;1;60;211;99999999;0;1050;1521
3442;1;6;2;48;51;2;1;3;35;105;4000;0;1350;1595
3443;1;4;2;48;42;2;1;1;35;111;3500;0;1000;1683
3444;2;7;1;60;38;4;2;1;42;70;0;0;921;921
3445;1;6;3;48;35;2;1;1;45;125;3500;1125;700;1226
3446;2;7;2;60;38;2;2;3;60;40;6000;0;1500;1610
3447;2;2;5;36;19;1;1;2;35;45;0;0;600;790
3448;2;2;2;60;54;3;2;1;35;180;8000;0;1000;1130
3449;2;2;1;18;25;1;1;2;44;85;0;0;320;425
3450;1;12;2;60;34;2;1;1;35;187;6000;2000;500;1457
3451;1;1;1;60;21;2;1;2;45;100;17000;0;1050;1251
3452;2;25;1;36;55;2;1;3;35;0;3000;0;500;600
3453;2;0;1;60;21;2;1;3;35;0;16000;0;1000;1000
3454;2;5;2;36;43;2;1;4;75;192;15000;0;1500;2448
3455;2;5;6;60;53;2;1;3;35;0;0;0;2000;2365
3456;2;1;3;60;28;2;1;2;60;174;6000;720;1650;1930
3457;2;3;1;36;33;4;2;3;45;0;0;0;375;870
3458;1;0;1;60;30;2;1;1;70;100;2000;0;1150;1265
3459;2;3;2;60;22;1;2;3;35;178;9000;3000;1500;1528
3460;2;4;1;36;23;2;1;1;46;108;0;0;315;315
3461;1;45;6;48;62;2;1;1;45;100;0;0;450;935
3462;1;0;2;60;32;2;1;3;60;0;5500;700;1300;1375
3463;1;5;2;36;27;2;1;3;45;0;0;0;1000;1622
3464;1;0;2;60;39;2;2;1;45;150;23000;5000;1050;1625
3465;1;0;2;60;34;2;2;2;35;165;8000;2000;1450;1800
3466;1;12;2;60;35;2;2;1;35;108;18500;1300;1550;1584
3467;1;2;2;60;40;2;1;3;75;67;25000;0;1800;2287
3468;2;2;3;60;37;2;2;1;60;120;3000;1380;1000;1582
3469;1;15;2;48;55;2;1;3;45;88;15000;0;650;1243
3470;1;30;2;48;56;2;2;1;45;75;6000;0;1300;1423
3471;1;1;1;36;36;4;1;1;65;200;0;0;900;1200
3472;1;42;2;60;60;2;1;1;45;232;5000;0;1130;1275
3473;1;10;3;48;28;1;1;1;35;129;3500;933;1000;1529
3474;1;1;2;18;40;2;1;3;45;0;5000;0;300;1272
3475;1;5;2;48;21;2;1;1;45;100;3000;0;800;1310
3476;1;6;2;60;36;4;1;3;45;85;5000;0;1000;1341
3477;1;6;1;60;40;2;1;1;54;92;0;0;1000;1155
3478;1;15;5;60;42;2;1;3;60;0;0;0;1100;1100
3479;1;6;1;36;45;2;1;3;90;0;0;0;600;1114
3480;1;4;1;48;32;2;1;1;56;110;0;0;800;1626
3481;1;31;1;60;59;2;1;1;53;80;0;0;1050;1182
3482;1;14;2;18;48;2;1;1;35;143;4000;0;250;300
3483;1;6;2;12;66;3;1;4;35;105;5000;0;550;1450
3484;1;15;6;60;32;2;1;1;45;88;0;0;500;1131
3485;1;6;3;60;34;2;1;1;45;124;1500;100;1100;1392
3486;1;10;2;60;38;2;1;1;45;184;6000;1000;1125;1325
3487;1;11;2;60;34;2;1;1;35;100;3500;0;950;1241
3488;1;10;2;6;35;2;2;3;75;50;6000;1500;500;983
3489;1;20;5;60;42;1;1;1;35;80;0;0;800;1520
3490;1;10;2;36;43;2;1;3;75;292;8000;0;1800;2240
3491;1;5;1;48;25;2;1;1;55;100;0;0;549;549
3492;1;12;3;36;51;2;1;1;45;130;4000;0;1200;1400
3493;2;2;6;60;32;2;1;2;45;150;0;0;1450;1850
3494;1;9;2;48;47;2;1;3;35;183;45000;1700;3000;3690
3495;1;0;6;60;21;1;1;2;35;0;4000;0;1250;1300
3496;1;9;2;12;26;1;1;1;35;91;4000;0;1000;1776
3497;1;16;6;30;44;2;1;3;35;107;8000;0;1300;1634
3498;2;2;5;48;27;4;1;2;35;125;0;0;870;1480
3499;1;0;2;48;66;2;1;4;35;45;5500;0;1250;1267
3500;1;2;6;60;26;2;1;3;35;30;0;0;900;1159
3501;1;3;2;36;49;2;1;3;45;64;4000;0;400;773
3502;1;1;2;48;28;2;1;1;45;116;4000;1857;1100;1173
3503;1;1;3;60;32;2;1;1;60;140;4000;1300;1200;1410
3504;1;0;6;60;30;1;1;2;35;61;0;0;500;1081
3505;2;2;1;60;43;2;2;2;84;86;0;0;1650;1782
3506;1;13;2;60;41;2;1;1;75;89;2000;0;1000;1274
3507;1;14;2;48;32;2;1;2;45;165;4000;112;1300;1346
3508;1;3;2;60;24;2;1;3;60;67;9000;0;1300;2885
3509;1;14;2;48;53;2;1;1;45;95;3000;0;1060;1060
3510;1;5;2;36;65;1;1;4;35;121;10000;0;900;1191
3511;1;3;1;30;39;2;1;1;58;128;0;0;600;1098
3512;1;15;2;60;38;2;1;1;60;90;6000;480;1100;1289
3513;1;6;2;60;33;2;2;1;45;103;10000;0;1000;1658
3514;2;2;1;60;32;2;2;3;60;99999999;0;0;1100;1480
3515;1;15;2;60;29;1;1;1;35;130;5000;0;830;1000
3516;2;10;2;60;47;4;1;1;35;229;7000;0;2550;3500
3517;1;12;2;36;38;2;1;1;35;143;5000;1100;700;2093
3518;2;4;5;36;26;1;2;3;35;65;3500;0;1300;1475
3519;1;15;3;60;33;1;1;1;35;163;5000;0;1000;2244
3520;1;14;5;18;29;2;1;1;45;162;0;0;600;2120
3521;1;2;2;60;30;2;1;2;35;154;2500;500;1000;1725
3522;1;9;2;60;47;2;1;1;60;55;9500;0;600;1164
3523;2;0;5;60;24;1;1;1;35;53;0;0;1200;1497
3524;1;48;2;36;62;2;1;3;60;0;25000;0;180;350
3525;1;14;5;24;28;2;1;1;45;192;0;0;1000;1736
3526;1;3;2;24;41;2;1;3;60;0;11000;0;800;1173
3527;1;14;2;36;36;2;2;1;75;115;11000;3600;1250;1550
3528;1;16;2;60;33;2;1;1;45;90;6000;0;1500;1630
3529;2;29;2;60;52;2;1;2;45;175;2500;0;1186;1286
3530;1;3;2;60;36;2;2;3;35;60;2500;0;2300;2965
3531;1;6;2;48;28;2;1;1;45;114;3500;0;650;1255
3532;1;47;2;48;61;2;1;1;35;110;5500;30;1200;1200
3533;1;14;2;60;34;2;1;1;45;130;4000;0;1100;1654
3534;2;5;5;48;23;1;1;2;35;92;0;0;1200;1200
3535;2;1;2;36;41;1;2;3;35;99999999;15000;0;1500;2500
3536;1;6;6;36;23;1;1;1;35;68;0;0;600;1271
3537;1;4;5;60;24;2;1;1;35;130;0;0;800;897
3538;1;1;2;12;61;2;1;4;45;103;20000;0;300;650
3539;1;8;3;60;45;2;1;3;75;200;35000;0;800;1270
3540;1;6;5;60;30;4;1;1;45;170;0;0;750;1674
3541;1;6;5;60;26;1;2;1;35;270;0;0;1800;1921
3542;1;15;2;60;34;2;1;1;45;82;3500;0;750;1624
3543;1;17;1;24;50;2;1;3;68;79;1000;0;1000;3782
3544;2;6;1;60;45;2;1;1;59;139;0;0;1350;1612
3545;1;18;2;60;51;2;1;1;60;205;8000;0;1100;1350
3546;1;15;2;48;29;2;2;1;35;100;8500;1300;500;873
3547;1;0;2;24;20;1;1;2;45;188;2000;1500;300;315
3548;1;2;2;48;55;2;1;4;35;135;8000;0;800;800
3549;2;6;1;48;37;1;1;1;55;200;0;0;1450;1650
3550;1;23;1;60;43;2;1;1;54;92;99999999;0;1080;1222
3551;1;3;2;24;32;2;1;1;45;120;5000;0;800;1023
3552;1;18;2;60;42;2;1;1;45;172;3500;0;1850;2034
3553;1;0;5;60;21;1;1;3;35;44;0;0;1200;1311
3554;1;3;1;60;30;2;1;1;77;169;0;0;1500;2037
3555;2;0;3;6;22;1;2;2;35;115;1000;0;250;800
3556;1;15;2;24;41;2;2;2;45;180;6000;0;700;1888
3557;1;15;2;48;55;2;1;3;35;0;14500;0;2000;2848
3558;2;12;1;60;30;1;2;1;44;86;0;0;1300;1380
3559;1;15;1;48;45;2;1;1;88;130;3000;0;1300;1591
3560;1;2;1;60;29;2;1;1;80;200;0;0;1250;1250
3561;1;14;2;36;39;2;1;1;60;167;5000;0;1350;1355
3562;1;4;2;36;26;2;1;1;35;100;6500;3900;500;500
3563;1;1;3;60;22;1;1;2;35;73;4500;4300;1000;1485
3564;2;4;1;60;53;3;1;4;37;22;20000;0;1300;1498
3565;1;2;2;36;37;2;1;1;60;83;3500;0;310;1119
3566;2;1;1;36;28;2;2;1;47;122;0;0;950;1100
3567;1;15;6;36;39;4;1;1;45;116;4000;0;600;1196
3568;1;4;2;60;25;1;1;3;35;100;25000;0;2250;2270
3569;2;3;5;60;27;1;2;1;35;117;0;0;1500;2190
3570;1;6;2;60;35;2;1;1;60;135;4500;1000;1658;1675
3571;1;16;5;48;31;1;2;1;35;72;0;0;850;1228
3572;1;5;2;60;41;2;1;1;60;266;14800;0;2500;2600
3573;1;31;2;60;58;2;1;1;60;293;8000;0;1500;1655
3574;1;38;2;24;56;2;2;1;75;98;7000;0;300;1308
3575;1;1;5;60;26;1;1;1;35;57;0;0;1200;1512
3576;1;17;2;60;44;2;1;1;45;116;3000;0;800;1654
3577;1;17;1;60;52;2;1;1;65;200;0;0;1400;1407
3578;1;22;2;60;54;2;1;1;35;104;3000;0;1050;1282
3579;2;11;6;60;48;2;1;1;75;225;0;0;1300;1550
3580;1;5;2;18;28;2;1;1;35;141;5500;0;650;1258
3581;2;1;1;36;37;2;1;2;75;145;0;0;1100;1871
3582;2;1;5;48;36;2;1;2;60;45;0;0;1200;1401
3583;1;14;1;60;38;2;1;1;75;146;0;0;1350;1413
3584;1;0;5;60;34;2;1;1;45;225;8000;2300;800;1850
3585;1;20;2;48;60;2;1;3;35;142;12000;0;500;1154
3586;1;7;2;60;53;2;1;1;45;161;6000;2000;1000;1460
3587;1;2;5;12;26;1;1;1;35;105;0;0;360;1258
3588;1;5;2;60;49;2;1;1;35;121;3000;0;1200;1642
3589;2;4;1;60;37;1;2;1;79;436;0;0;1500;1550
3590;1;0;2;24;30;2;1;2;60;76;4500;0;400;450
3591;2;0;5;12;23;1;1;2;35;37;2500;0;120;300
3592;1;15;2;60;53;2;1;3;45;148;6000;0;1000;1330
3593;1;2;5;60;24;1;1;3;35;214;7000;2400;2000;2570
3594;1;1;2;48;35;2;1;3;90;174;11900;0;900;1220
3595;1;0;2;60;49;2;1;1;60;400;5000;0;1200;1283
3596;1;4;3;60;37;2;1;3;75;120;10500;1500;1200;1341
3597;2;11;1;48;53;2;2;1;81;210;0;0;1260;1538
3598;2;0;1;36;33;2;2;2;76;155;0;0;440;440
3599;1;2;5;48;22;1;1;1;35;185;0;0;1000;2130
3600;1;3;1;36;23;1;1;1;59;244;3100;0;700;1199
3601;2;7;1;60;39;2;1;1;103;130;0;0;950;1215
3602;1;12;2;60;28;2;1;1;45;167;3000;1750;250;1188
3603;1;15;1;36;36;2;1;1;60;145;0;0;900;1621
3604;1;0;5;60;21;1;1;4;35;149;3000;0;1400;1829
3605;2;0;2;60;33;4;1;2;35;78;0;0;1030;1197
3606;1;8;1;60;56;2;1;1;62;266;5000;0;1000;1149
3607;2;2;5;24;35;2;1;1;45;175;0;0;1000;2393
3608;1;23;2;36;41;2;1;1;60;169;37000;180;1000;1457
3609;1;28;2;36;46;2;1;1;75;170;6000;0;750;800
3610;1;16;2;36;55;2;1;1;35;140;6000;0;1100;2136
3611;1;7;2;60;44;2;1;1;90;271;11000;5500;800;945
3612;1;2;5;48;25;1;1;1;35;91;0;0;900;1763
3613;1;20;1;60;54;2;1;1;43;75;0;0;800;1263
3614;2;0;6;30;21;1;1;2;35;162;0;0;400;400
3615;1;10;5;48;28;1;1;1;35;135;6000;0;1500;2164
3616;1;5;5;12;32;2;1;3;35;147;0;0;300;750
3617;2;2;2;36;30;1;1;3;35;177;6500;2300;1750;2750
3618;1;7;6;24;30;1;1;1;35;102;0;0;400;1541
3619;1;1;5;60;21;1;1;1;35;200;0;0;900;1088
3620;1;14;6;60;30;2;1;1;45;130;0;0;1500;2414
3621;2;0;4;60;26;2;1;2;45;150;5000;0;1300;1429
3622;1;3;2;60;38;2;1;1;75;125;9000;0;1250;1415
3623;1;15;2;60;32;2;1;1;45;108;4500;0;1100;1213
3624;1;10;1;30;51;2;1;1;60;150;0;0;1300;1378
3625;1;4;2;36;38;2;1;3;35;142;4000;0;800;970
3626;1;0;1;60;30;2;1;1;64;188;0;0;1400;1475
3627;1;0;5;48;27;1;1;2;35;140;0;0;700;750
3628;1;2;2;36;60;2;1;1;35;122;3000;0;825;900
3629;1;14;2;48;48;2;1;1;45;112;6000;0;800;1037
3630;2;2;5;60;22;1;2;1;35;110;0;0;1360;1435
3631;1;3;2;36;47;2;1;3;60;106;10000;0;800;1649
3632;1;32;2;48;46;2;1;1;45;150;8000;0;1000;1093
3633;2;1;6;48;27;1;2;2;35;105;0;0;1300;1533
3634;1;14;2;48;41;2;2;1;75;72;4000;0;800;1117
3635;1;13;2;48;45;2;1;1;45;106;4000;0;400;1615
3636;1;16;2;12;56;2;1;3;45;65;17000;0;650;1665
3637;2;7;3;60;36;2;2;1;60;300;7000;0;2000;2485
3638;2;14;1;60;41;2;1;1;54;92;0;0;1450;1482
3639;1;14;3;24;54;2;1;1;45;100;9000;0;650;1150
3640;1;15;2;60;38;2;1;1;45;118;4000;2600;1250;1616
3641;2;11;1;60;38;2;1;1;82;71;0;0;900;977
3642;1;4;2;48;35;2;1;3;60;0;8000;0;1000;1613
3643;1;2;5;60;24;1;1;1;35;101;0;0;1600;1600
3644;1;3;2;60;30;2;1;1;60;164;4500;0;800;975
3645;1;1;2;60;30;1;2;3;35;57;4000;2100;1500;1950
3646;1;20;2;48;53;2;1;3;35;0;6000;0;1157;1200
3647;1;20;2;60;46;2;1;1;35;140;9000;0;800;1300
3648;1;22;2;48;40;2;1;1;45;180;99999999;0;1200;2206
3649;1;3;5;18;24;1;1;1;35;80;0;0;200;350
3650;2;11;2;48;36;2;2;1;35;81;5000;2000;570;1177
3651;1;1;6;24;24;1;1;1;35;114;0;0;400;550
3652;1;9;2;60;39;2;1;1;35;350;8000;0;1250;1304
3653;2;0;6;60;32;1;1;1;35;73;99999999;0;1580;1785
3654;1;10;2;60;37;2;2;3;60;107;20000;600;1000;1175
3655;1;22;2;60;42;2;2;1;45;120;5000;0;1350;1650
3656;1;5;1;48;48;2;2;1;46;110;0;0;600;1100
3657;2;0;2;60;42;2;2;2;35;130;7000;3000;950;950
3658;2;3;1;48;25;2;2;3;35;0;0;0;1300;1361
3659;1;8;2;60;42;1;1;1;35;96;2500;0;1500;1520
3660;1;23;2;24;47;2;1;1;35;114;3000;0;400;765
3661;1;6;1;36;24;2;1;1;63;175;0;0;650;750
3662;2;5;2;60;39;1;2;3;75;72;99999999;0;1000;1042
3663;1;6;5;18;27;1;1;3;35;140;0;0;600;2724
3664;1;7;1;36;49;2;1;1;57;115;0;0;675;675
3665;2;1;6;36;23;1;1;2;35;66;0;0;450;500
3666;1;5;2;60;32;2;1;1;35;124;4000;0;2000;3400
3667;2;26;3;60;41;4;2;1;35;201;4700;3100;2400;2700
3668;2;1;5;60;20;1;1;2;35;80;0;0;1300;1525
3669;1;5;3;60;31;2;1;1;35;90;3000;0;900;1152
3670;1;22;2;48;48;2;1;1;60;110;3000;0;1000;1460
3671;1;20;2;36;49;2;1;1;45;122;9000;0;1100;1794
3672;1;7;2;60;35;2;2;1;45;315;10000;4000;2400;2432
3673;1;1;1;36;27;1;1;1;62;270;0;0;600;825
3674;1;7;5;24;40;2;1;1;60;200;10000;0;1000;3429
3675;2;5;6;24;25;2;1;1;60;0;0;0;500;750
3676;1;7;3;60;32;2;1;1;60;242;3500;2000;1000;2236
3677;1;16;2;48;48;2;1;3;35;364;5000;0;900;1077
3678;1;5;2;24;38;2;1;3;60;182;5000;0;1250;2724
3679;1;3;2;12;24;1;2;1;35;105;6000;0;500;1138
3680;1;0;2;12;36;2;1;3;45;0;8000;0;1300;1591
3681;1;16;2;48;40;2;1;1;60;225;20000;3000;700;834
3682;1;17;6;48;62;1;1;1;35;100;0;0;900;1000
3683;2;0;1;60;33;2;1;2;54;85;0;0;1300;1797
3684;1;0;2;48;63;2;1;4;35;100;6000;2900;1000;1439
3685;1;8;2;60;51;2;1;1;45;250;4000;0;1000;1250
3686;2;3;1;60;22;2;1;1;60;150;0;0;950;1945
3687;1;6;2;24;39;2;1;3;60;178;18000;0;1000;2099
3688;1;20;2;60;63;2;1;1;45;256;7000;0;1000;1500
3689;1;16;3;48;34;2;1;1;60;85;2000;0;800;1866
3690;1;0;2;60;24;1;1;4;35;82;10000;0;1600;1680
3691;1;5;2;36;52;2;1;1;35;220;12000;5000;1250;1542
3692;2;1;2;36;45;2;2;3;75;0;4000;0;800;800
3693;1;1;5;36;20;1;1;1;35;61;0;0;800;995
3694;2;5;1;60;31;2;2;1;69;88;0;0;1200;1200
3695;2;15;6;60;46;2;2;3;35;244;8000;0;2250;2758
3696;1;2;2;36;24;2;2;1;35;160;3100;400;800;1928
3697;1;1;1;36;46;2;1;1;57;119;0;0;600;800
3698;2;18;1;24;35;2;1;2;96;63;0;0;600;888
3699;1;20;2;36;48;2;1;1;45;257;3000;0;900;1193
3700;1;10;1;18;34;5;1;1;54;189;0;0;800;2215
3701;2;11;1;24;38;2;2;1;72;123;0;0;270;1676
3702;2;0;5;60;36;1;1;1;35;130;0;0;1600;1678
3703;2;1;1;60;22;1;1;1;46;113;0;0;1600;1989
3704;1;36;2;60;55;2;1;1;45;102;12000;0;2000;2684
3705;1;2;3;24;51;2;1;3;45;0;10500;0;600;943
3706;1;11;1;18;28;2;2;3;64;190;2000;0;700;1224
3707;1;8;2;36;31;2;1;1;45;110;5000;2000;540;1102
3708;1;2;2;36;28;2;1;1;45;80;2000;0;550;1572
3709;1;4;1;36;38;2;1;1;55;98;0;0;350;850
3710;1;3;2;24;43;2;1;3;75;0;3000;0;650;1548
3711;1;4;2;60;32;2;1;1;60;147;3500;0;830;935
3712;1;3;2;60;38;1;1;1;35;250;5000;0;1500;1934
3713;2;1;5;48;18;1;1;2;45;95;4000;0;600;1472
3714;1;16;2;36;55;2;2;1;60;230;5000;0;1200;1460
3715;1;1;2;18;38;2;1;4;35;0;4000;0;480;1059
3716;1;12;2;36;38;2;1;1;60;130;5000;0;700;950
3717;1;18;2;60;48;2;1;1;45;104;5500;25;800;1021
3718;1;3;3;18;23;1;1;4;35;0;12000;0;450;1450
3719;1;10;2;48;50;2;1;3;45;128;11500;0;500;1195
3720;1;14;2;60;43;2;1;1;60;120;5000;0;1250;1557
3721;2;2;5;36;26;1;1;3;35;66;0;0;750;865
3722;1;7;2;36;23;2;1;1;35;247;5000;400;1500;1785
3723;1;5;2;36;38;2;1;3;60;63;4000;0;1050;1443
3724;2;5;2;48;39;2;2;3;60;66;10000;0;875;875
3725;1;27;2;18;48;2;1;3;35;70;5000;0;800;1578
3726;1;3;1;36;30;2;2;3;59;140;0;0;1300;2115
3727;1;2;3;48;30;2;2;1;45;178;5000;0;1150;1627
3728;1;10;6;60;48;2;1;1;35;203;4000;1500;1520;1636
3729;1;16;2;6;41;2;1;1;75;87;3000;0;200;625
3730;1;15;2;60;39;2;1;3;60;555;40000;0;1500;4000
3731;2;14;2;36;33;1;1;3;35;0;4000;1500;700;1700
3732;1;4;5;60;25;2;1;3;35;95;25000;0;1650;1900
3733;1;3;5;36;20;1;2;1;35;55;0;0;600;1625
3734;1;2;5;36;28;1;1;1;35;140;1000;0;1000;1693
3735;2;25;3;60;56;2;2;3;90;85;3500;0;800;975
3736;1;6;1;48;26;1;2;1;65;198;0;0;950;1111
3737;1;1;3;60;27;2;1;3;35;130;4650;2850;2000;2240
3738;1;30;2;12;52;2;1;3;45;80;7000;0;1100;2487
3739;1;10;5;24;33;1;1;3;35;200;70000;12000;1100;1457
3740;1;4;2;48;24;2;1;1;35;95;2500;0;900;1625
3741;1;12;2;36;46;2;1;3;45;0;8000;0;500;500
3742;1;30;2;54;54;3;1;3;35;224;20000;0;1100;1603
3743;1;20;2;60;44;2;1;1;60;168;3000;0;1400;1599
3744;2;1;1;60;28;2;1;3;53;179;0;0;1825;2275
3745;2;2;3;24;20;1;1;3;35;107;54000;0;2000;2600
3746;1;4;2;60;23;2;1;1;35;160;6500;3700;1500;1661
3747;1;4;1;36;60;2;1;1;56;111;0;0;500;675
3748;2;3;1;60;26;2;1;1;53;80;0;0;950;989
3749;1;11;2;60;30;2;2;1;35;110;4000;62;1100;1347
3750;1;6;5;60;26;2;1;1;60;108;0;0;1200;1250
3751;1;14;1;60;41;2;1;1;53;181;0;0;1150;2497
3752;2;3;5;48;38;2;1;2;60;67;0;0;1000;1045
3753;2;1;2;36;36;2;1;1;45;25;3000;2000;1100;1332
3754;1;20;2;60;40;5;1;3;60;150;5500;0;1400;1928
3755;1;20;1;60;45;2;1;1;92;170;0;0;1000;2415
3756;2;0;1;48;25;2;1;1;60;150;0;0;1350;1450
3757;1;12;1;48;46;2;2;1;104;294;0;0;1350;1352
3758;1;9;3;48;46;2;1;1;45;100;37000;0;800;904
3759;1;0;5;48;28;1;1;3;35;100;0;0;900;1400
3760;1;2;2;48;38;2;2;1;75;192;23000;3000;700;970
3761;1;3;5;60;24;1;1;1;35;100;0;0;1500;2100
3762;2;4;1;48;23;2;1;3;52;171;0;0;1150;1450
3763;1;3;3;60;24;1;1;1;35;245;5000;0;1300;1360
3764;2;1;4;60;28;2;2;3;45;0;4000;0;1500;1661
3765;1;11;2;12;26;2;2;2;35;110;4500;2000;300;1248
3766;2;1;1;36;26;1;1;2;42;70;0;0;590;590
3767;2;0;1;48;23;1;1;2;42;72;0;0;700;875
3768;1;1;1;60;29;2;1;1;73;133;0;0;1000;1158
3769;1;10;5;36;34;2;2;3;45;0;10000;0;600;882
3770;1;9;2;24;30;2;1;1;35;250;30000;0;1000;1594
3771;1;2;2;60;28;2;1;3;35;196;7000;3950;1600;1678
3772;1;3;5;60;36;2;2;1;60;92;0;0;1100;1355
3773;1;10;2;60;45;2;1;3;45;325;12000;1200;1300;1833
3774;2;3;3;36;38;5;2;1;35;0;12500;0;3000;4800
3775;1;10;2;48;33;2;1;1;45;110;5000;0;1000;1160
3776;2;2;1;48;56;1;1;3;51;157;11000;4500;1000;2008
3777;1;4;6;60;25;1;1;1;35;162;0;0;1800;2999
3778;2;7;5;60;33;1;1;2;35;70;0;0;1300;1438
3779;1;5;5;48;27;2;2;3;45;175;0;0;1000;1342
3780;1;16;5;24;44;1;1;3;35;86;0;0;700;950
3781;1;0;5;24;26;1;1;2;35;69;0;0;107;125
3782;2;7;2;60;28;2;2;1;60;148;8000;0;920;1021
3783;2;2;6;48;25;2;1;1;35;129;0;0;1580;1925
3784;2;3;1;60;44;4;2;1;60;150;0;0;1650;1772
3785;1;1;2;24;38;2;1;1;60;102;3500;0;850;1260
3786;1;7;2;48;32;2;2;1;45;140;5500;0;550;1250
3787;2;2;2;60;24;1;1;2;35;120;3000;0;1400;1513
3788;1;1;5;60;42;2;1;1;60;66;7000;0;950;1589
3789;1;27;1;24;50;2;1;1;47;115;0;0;500;1636
3790;1;6;2;60;31;2;1;1;35;84;3000;0;1400;1724
3791;1;3;2;60;26;2;1;1;45;128;3000;0;1300;1790
3792;1;9;3;60;32;2;1;1;60;155;12000;5000;1200;1400
3793;2;5;5;24;26;1;1;1;35;140;0;0;450;900
3794;1;3;1;48;26;2;1;1;58;230;0;0;1150;1316
3795;2;20;6;60;47;2;2;1;105;0;0;0;750;843
3796;1;18;3;60;49;2;1;1;60;140;4000;0;1050;1097
3797;1;19;2;60;54;3;2;1;35;207;11000;4000;800;1336
3798;1;5;1;36;40;4;1;1;43;75;0;0;400;650
3799;1;8;2;60;33;2;1;3;45;250;10000;0;2500;3250
3800;1;2;6;36;35;4;1;1;35;200;0;0;1600;1671
3801;2;1;2;12;56;2;1;4;60;0;3500;0;500;1705
3802;1;10;2;60;26;2;1;1;45;135;5000;3700;1600;1767
3803;1;14;2;36;34;2;1;1;60;143;5000;0;1400;1939
3804;1;13;5;48;31;2;1;1;35;90;0;0;1000;1395
3805;1;4;4;60;62;2;1;3;35;102;8000;0;1200;1405
3806;1;20;2;60;46;1;1;1;35;250;25000;4000;1450;1566
3807;1;15;2;60;49;2;1;1;60;162;5000;0;1700;2081
3808;1;24;2;60;46;2;1;1;60;140;6000;1000;1100;1653
3809;1;10;2;36;36;2;1;1;35;235;12000;1700;1500;1985
3810;1;2;5;36;24;1;1;1;35;60;0;0;450;750
3811;1;21;2;24;44;2;1;1;60;124;4000;0;800;2400
3812;2;1;1;60;24;2;2;2;42;70;0;0;1700;1761
3813;1;11;2;48;27;2;1;1;35;140;4000;0;1500;1641
3814;1;12;2;60;27;2;2;1;35;100;3000;0;1300;1359
3815;1;5;1;36;51;2;1;1;63;184;0;0;635;785
3816;2;6;2;48;26;2;2;1;35;90;5000;0;1390;1594
3817;1;1;1;48;37;2;2;2;72;116;6000;0;1400;1661
3818;1;10;2;60;41;2;1;4;35;57;5000;0;1300;1863
3819;2;0;2;60;27;2;1;2;75;210;7000;4800;1250;1315
3820;2;1;2;48;20;1;1;1;35;53;2000;1600;1100;1100
3821;1;0;5;60;24;1;1;2;35;111;3000;1200;850;1412
3822;1;10;2;24;50;2;1;3;60;200;99999999;0;500;1131
3823;1;10;2;60;32;2;1;1;60;160;4000;1800;1050;1303
3824;2;2;2;60;30;2;2;3;45;0;5000;700;1000;2200
3825;1;16;2;60;32;2;1;1;60;159;4000;0;1500;1736
3826;2;0;1;60;19;1;1;4;35;0;0;0;900;1158
3827;1;10;2;6;39;2;1;3;75;67;8000;0;430;500
3828;2;9;6;60;30;2;2;1;60;109;0;0;1250;1560
3829;2;7;6;36;38;2;2;3;35;59;0;0;1000;2246
3830;1;3;5;36;28;1;1;1;35;74;0;0;350;550
3831;1;6;2;48;51;2;1;3;45;106;12000;0;1035;1410
3832;2;0;5;48;21;1;1;2;35;48;0;0;1850;1877
3833;2;3;5;60;23;1;1;1;35;62;0;0;1100;1300
3834;1;1;2;24;39;2;1;4;35;70;4000;0;525;1771
3835;2;3;1;36;39;2;1;1;90;150;0;0;300;700
3836;1;12;2;48;39;2;1;3;60;95;6000;0;1300;1600
3837;2;0;3;36;31;2;1;2;35;202;6000;0;1300;1663
3838;1;2;1;60;24;2;1;1;55;100;4000;0;1750;1900
3839;2;2;3;48;37;2;2;2;75;115;2000;0;850;1194
3840;1;2;5;60;24;1;1;1;35;164;0;0;900;1516
3841;1;0;5;24;20;1;1;1;35;155;7000;0;1450;1688
3842;1;4;2;48;40;2;2;1;60;150;3500;200;800;800
3843;2;21;2;60;63;2;2;1;60;165;3000;0;1250;1424
3844;2;14;1;60;38;2;1;1;71;108;0;0;1400;1693
3845;1;25;2;60;51;2;1;1;35;93;3500;0;900;995
3846;2;6;6;60;30;2;1;1;60;133;0;0;1300;1388
3847;1;3;2;36;37;2;1;1;60;55;0;0;1500;2315
3848;1;13;2;36;39;2;1;1;35;148;14000;0;300;850
3849;1;5;5;24;31;1;1;1;35;130;0;0;200;1447
3850;1;16;6;60;34;2;1;1;60;120;6000;0;1350;1487
