ID,Departamento,Region,Grado_Academico,Sexo,Canal_empleado,Tiempo_emtrenamiento,Edad,Calificacion_ano_anterior,Duracion_servicio,KPIs>80%,Premio_ganado,Puntuacion_Promedio,Promovido
36329,Sales & Marketing,region_16,Bachelor's,m,other,1,46,4,17,0,0,46,0
36331,Operations,region_23,Master's & above,f,sourcing,1,42,3,7,1,0,57,0
36332,Operations,region_2,Master's & above,m,other,2,51,3,6,1,0,63,1
36334,Technology,region_2,Bachelor's,m,other,2,28,4,4,1,0,78,0
36335,Procurement,region_2,Bachelor's,f,other,1,31,3,4,0,0,79,1
36336,Sales & Marketing,region_26,Bachelor's,m,other,1,37,5,11,0,0,50,0
36337,Operations,region_22,Master's & above,f,sourcing,1,34,3,6,0,0,61,0
36339,Finance,region_2,Bachelor's,m,sourcing,1,25,4,3,1,0,59,0
36340,Procurement,region_2,Master's & above,f,other,1,47,5,7,1,0,71,0
36341,Analytics,region_11,Bachelor's,m,other,1,32,,1,0,0,87,0
36342,Technology,region_2,Bachelor's,f,other,4,25,3,2,0,0,78,0
36343,HR,region_22,Bachelor's,m,other,2,29,1,6,0,0,48,0
36345,Operations,region_2,Master's & above,m,other,1,53,1,16,0,0,60,0
36347,Sales & Marketing,region_22,Bachelor's,m,other,3,27,3,5,1,0,51,0
36348,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,30,1,7,0,0,50,0
36349,Sales & Marketing,region_25,Master's & above,m,sourcing,1,34,1,4,0,0,50,0
36350,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,35,1,2,1,0,50,0
36351,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,29,2,3,0,0,52,0
36354,HR,region_27,Bachelor's,m,sourcing,1,25,5,2,0,0,44,0
36355,Technology,region_27,Master's & above,f,sourcing,1,33,3,3,0,0,80,0
36357,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,,1,0,0,51,0
36359,Procurement,region_4,Master's & above,m,sourcing,1,36,3,4,0,0,71,0
36362,Operations,region_11,Bachelor's,f,other,1,33,4,6,0,0,59,0
36363,R&D,region_26,Master's & above,m,other,2,36,3,3,0,0,89,0
36366,Sales & Marketing,region_2,Bachelor's,f,other,1,37,3,5,0,0,51,0
36367,Sales & Marketing,region_1,Bachelor's,m,other,1,32,3,2,0,0,56,0
36369,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,37,2,9,0,0,44,0
36371,Finance,region_28,Master's & above,m,other,2,34,3,7,0,0,56,0
36372,Analytics,region_15,Master's & above,m,other,1,31,2,2,0,0,82,0
36373,Procurement,region_21,Bachelor's,m,other,2,24,,1,0,0,64,0
36377,Sales & Marketing,region_29,Master's & above,m,other,2,32,1,4,1,0,49,0
36378,Technology,region_7,Bachelor's,m,other,1,40,3,13,0,0,80,0
36379,Analytics,region_15,Bachelor's,m,sourcing,2,26,4,2,0,0,82,0
36380,Sales & Marketing,region_31,Bachelor's,m,other,2,24,,1,0,0,47,0
36381,Procurement,region_7,Master's & above,m,other,1,58,3,3,0,0,67,0
36382,Procurement,region_24,Bachelor's,m,sourcing,1,28,3,2,0,0,68,0
36384,Operations,region_32,Bachelor's,m,sourcing,1,28,,1,1,0,64,0
36385,Sales & Marketing,region_2,Bachelor's,f,other,1,55,3,7,0,0,47,0
36386,Technology,region_2,Bachelor's,m,other,1,43,1,6,0,0,81,0
36388,Procurement,region_31,Master's & above,m,other,1,36,3,7,0,1,72,0
36390,Analytics,region_20,Master's & above,m,sourcing,2,38,5,5,1,0,86,1
36391,Operations,region_2,Bachelor's,f,sourcing,1,42,5,6,1,0,60,0
36392,Sales & Marketing,region_10,Bachelor's,m,other,1,36,3,4,0,0,48,0
36394,Operations,region_7,Bachelor's,f,sourcing,1,30,,1,1,0,59,1
36395,Analytics,region_27,Bachelor's,m,sourcing,2,33,3,8,0,0,80,0
36396,Operations,region_15,Master's & above,f,other,1,38,4,7,1,0,59,0
36399,Operations,region_15,,m,other,2,36,3,10,1,0,58,0
36400,Operations,region_7,Master's & above,f,other,1,35,5,4,0,0,59,0
36401,Operations,region_29,Bachelor's,m,other,1,27,2,3,0,0,62,0
36403,Sales & Marketing,region_7,Master's & above,m,other,1,50,2,8,0,0,49,0
36404,Sales & Marketing,region_17,Master's & above,m,sourcing,1,34,3,6,0,0,49,0
36406,HR,region_7,Bachelor's,f,other,1,28,5,2,1,0,49,0
36407,Technology,region_6,Bachelor's,f,other,1,42,3,10,0,0,79,0
36408,Procurement,region_28,Bachelor's,m,other,1,27,3,4,0,0,66,0
36410,Operations,region_15,Bachelor's,m,other,1,43,3,12,0,0,56,0
36411,Operations,region_3,Bachelor's,m,other,1,28,5,2,1,0,61,0
36412,HR,region_13,Bachelor's,m,other,1,25,,1,0,0,50,0
36413,Sales & Marketing,region_28,Master's & above,m,other,1,43,3,11,1,0,55,1
36414,Procurement,region_14,Master's & above,f,other,1,41,4,10,1,0,71,0
36417,Operations,region_19,Bachelor's,f,sourcing,1,31,3,8,0,0,62,0
36419,Operations,region_25,Bachelor's,m,other,1,34,4,10,0,0,55,0
36420,Procurement,region_22,Bachelor's,m,sourcing,1,28,,1,1,0,72,0
36421,Sales & Marketing,region_30,Bachelor's,m,other,1,31,5,5,0,0,49,0
36422,Sales & Marketing,region_10,Bachelor's,m,other,1,33,1,5,0,0,54,0
36425,Sales & Marketing,region_22,Bachelor's,m,other,2,30,,1,1,0,47,0
36427,Sales & Marketing,region_27,Bachelor's,m,other,1,25,2,3,0,0,65,1
36428,Finance,region_22,Bachelor's,m,sourcing,1,28,4,2,1,0,60,0
36431,Operations,region_26,,m,sourcing,1,29,3,2,0,0,58,0
36432,Procurement,region_2,Master's & above,m,sourcing,1,53,1,11,0,0,68,0
36435,Technology,region_2,Bachelor's,f,sourcing,1,56,1,16,0,0,80,0
36438,Analytics,region_17,Bachelor's,m,sourcing,1,33,3,3,1,0,84,0
36441,Procurement,region_26,Bachelor's,m,sourcing,1,38,3,4,0,0,71,0
36442,Analytics,region_22,Bachelor's,f,other,1,31,1,5,0,0,86,0
36443,Analytics,region_22,Bachelor's,m,other,2,28,5,5,1,0,87,0
36445,Finance,region_23,Master's & above,m,sourcing,1,36,5,7,1,0,62,0
36446,Sales & Marketing,region_7,Master's & above,m,sourcing,1,41,4,8,1,0,51,1
36447,Procurement,region_26,Master's & above,m,other,1,39,5,4,1,0,63,0
36449,Technology,region_17,Bachelor's,m,sourcing,1,29,3,2,0,0,82,0
36450,Analytics,region_7,Bachelor's,m,sourcing,2,29,4,3,0,0,83,0
36455,Operations,region_19,Bachelor's,f,other,1,30,3,4,0,0,58,0
36456,Operations,region_7,Master's & above,f,other,2,39,3,8,0,0,62,0
36457,Analytics,region_28,Master's & above,m,sourcing,1,30,5,5,1,0,86,0
36459,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,33,2,9,0,0,52,0
36460,Operations,region_13,Bachelor's,m,other,1,29,,1,0,0,62,0
36461,Technology,region_4,Bachelor's,m,sourcing,2,32,4,6,1,0,79,0
36462,HR,region_20,Master's & above,m,other,1,37,5,15,1,0,48,0
36463,Finance,region_14,Bachelor's,m,other,1,29,2,6,0,0,57,0
36464,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,1,5,1,0,48,0
36465,Technology,region_16,Bachelor's,m,sourcing,1,26,3,3,0,0,78,0
36466,Operations,region_15,Bachelor's,m,other,1,28,2,5,0,0,55,0
36467,Procurement,region_11,Bachelor's,m,sourcing,1,27,5,4,1,0,68,0
36469,Analytics,region_23,Bachelor's,m,sourcing,1,35,5,3,1,0,87,0
36470,Analytics,region_6,Bachelor's,m,other,2,26,,1,0,0,88,0
36472,Procurement,region_22,Master's & above,f,other,1,42,3,4,0,0,73,0
36474,Finance,region_27,Bachelor's,m,other,1,28,3,2,0,0,57,0
36475,Operations,region_26,Bachelor's,m,sourcing,1,38,4,10,0,0,59,0
36477,Operations,region_27,Master's & above,m,other,2,36,4,7,0,0,61,0
36478,Finance,region_23,Bachelor's,m,sourcing,1,30,5,4,0,0,60,0
36479,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,46,1,3,0,0,51,0
36480,Analytics,region_15,Bachelor's,m,sourcing,2,31,3,6,0,0,81,0
36481,Operations,region_4,Bachelor's,m,sourcing,1,26,4,2,0,0,55,0
36482,Analytics,region_12,Bachelor's,m,other,1,28,4,1,0,0,86,0
36483,Analytics,region_31,Bachelor's,f,other,3,28,,1,0,0,79,0
36484,Finance,region_32,Bachelor's,m,other,1,31,3,5,0,0,60,0
36486,HR,region_22,Bachelor's,f,other,1,31,3,7,1,0,50,0
36487,Technology,region_15,Master's & above,m,other,1,36,2,8,0,0,86,0
36488,Technology,region_4,Bachelor's,m,other,1,30,4,4,1,0,78,0
36490,Technology,region_20,Bachelor's,m,other,2,33,3,3,1,0,78,0
36491,Operations,region_26,Bachelor's,m,other,1,42,3,12,0,0,55,0
36492,Legal,region_31,Bachelor's,m,other,1,32,2,6,0,0,58,0
36493,Analytics,region_2,Master's & above,m,other,2,37,3,10,0,0,86,0
36494,Sales & Marketing,region_34,Master's & above,m,other,1,34,3,7,0,0,47,0
36495,HR,region_2,Bachelor's,m,sourcing,1,31,3,4,1,0,50,0
36496,Operations,region_22,Below Secondary,f,sourcing,1,24,3,2,0,0,61,0
36497,Finance,region_10,Master's & above,m,sourcing,1,35,3,8,0,0,60,0
36499,Finance,region_2,Bachelor's,f,other,2,31,4,6,0,0,60,0
36500,Operations,region_31,Bachelor's,m,sourcing,2,37,3,10,0,0,62,0
36501,Technology,region_7,Master's & above,m,other,1,32,4,2,0,0,81,0
36503,Technology,region_2,Master's & above,f,sourcing,1,41,5,11,1,0,75,0
36504,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,4,6,0,0,48,0
36505,Technology,region_20,Bachelor's,m,sourcing,1,26,5,3,1,0,81,1
36508,Sales & Marketing,region_28,Bachelor's,m,other,2,28,3,5,0,0,47,0
36509,R&D,region_26,Bachelor's,m,other,1,33,5,6,1,0,83,1
36510,Procurement,region_2,Master's & above,m,other,2,53,3,3,0,0,70,0
36511,Operations,region_7,Bachelor's,f,sourcing,1,42,5,11,0,0,69,1
36512,Procurement,region_22,Master's & above,f,sourcing,1,42,3,5,0,0,66,0
36515,Operations,region_19,Bachelor's,m,sourcing,1,43,5,3,0,0,61,0
36516,Technology,region_26,Master's & above,m,other,1,37,3,3,0,0,81,0
36519,Technology,region_22,Bachelor's,f,other,1,29,3,4,0,0,79,0
36520,Operations,region_16,Master's & above,m,other,1,47,3,8,0,0,59,0
36522,Procurement,region_2,Bachelor's,f,other,1,44,5,3,0,0,76,1
36523,Analytics,region_28,Bachelor's,m,sourcing,1,29,5,4,1,0,87,0
36524,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,24,,1,0,0,50,0
36525,Operations,region_15,Master's & above,f,other,1,33,3,3,0,0,61,0
36526,Procurement,region_2,Bachelor's,f,sourcing,1,22,,1,0,0,68,0
36527,Technology,region_26,Bachelor's,f,other,1,25,4,2,1,0,80,0
36528,Sales & Marketing,region_7,Bachelor's,f,other,1,40,3,13,0,0,50,0
36529,Analytics,region_29,Bachelor's,m,sourcing,1,28,3,3,1,0,85,0
36532,Sales & Marketing,region_6,Bachelor's,f,other,1,30,3,2,0,0,41,0
36535,Analytics,region_31,Bachelor's,m,other,2,31,4,7,0,0,87,0
36536,Analytics,region_25,Bachelor's,m,other,1,30,1,2,0,0,85,0
36538,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,31,4,2,0,0,52,0
36539,Operations,region_31,Bachelor's,m,other,2,28,3,1,0,0,59,0
36540,Sales & Marketing,region_2,Bachelor's,m,other,2,28,1,2,0,0,51,0
36541,Analytics,region_7,Master's & above,m,other,1,37,4,10,0,0,84,0
36543,Analytics,region_32,Bachelor's,f,sourcing,1,28,3,4,0,0,86,0
36544,Operations,region_2,Bachelor's,f,other,1,24,4,2,0,0,59,0
36545,Sales & Marketing,region_13,Bachelor's,m,other,1,50,3,16,1,0,51,1
36546,Operations,region_2,Bachelor's,m,other,1,48,3,20,0,0,61,0
36547,Analytics,region_25,Bachelor's,m,sourcing,1,32,3,6,1,0,86,0
36548,Sales & Marketing,region_3,Master's & above,m,sourcing,1,39,4,5,0,0,50,0
36550,Operations,region_2,Master's & above,f,other,1,37,3,8,0,0,58,0
36551,Sales & Marketing,region_6,Bachelor's,m,other,3,32,1,5,0,0,54,0
36552,Analytics,region_20,Bachelor's,m,sourcing,1,27,,1,0,0,87,0
36553,Sales & Marketing,region_22,Bachelor's,m,other,1,26,3,3,1,0,51,0
36554,Operations,region_22,Bachelor's,m,other,4,30,5,8,1,0,61,0
36556,Sales & Marketing,region_2,,f,other,1,36,4,5,0,0,51,0
36558,Analytics,region_7,Bachelor's,m,other,4,27,3,4,1,0,85,1
36561,Technology,region_7,Bachelor's,f,sourcing,2,31,3,2,1,0,83,0
36562,Procurement,region_2,Bachelor's,f,other,1,32,5,6,1,0,66,0
36564,Analytics,region_15,Bachelor's,m,sourcing,1,29,4,5,0,0,86,0
36565,Operations,region_27,Master's & above,m,other,1,38,4,12,0,0,59,0
36567,Sales & Marketing,region_2,,m,other,1,23,5,2,1,0,46,0
36568,Procurement,region_11,Bachelor's,f,other,1,26,1,2,0,0,69,0
36571,Sales & Marketing,region_13,,m,sourcing,1,23,,1,0,0,51,0
36572,Technology,region_7,Bachelor's,f,other,1,31,3,5,0,0,82,0
36573,Technology,region_2,Master's & above,m,other,2,37,1,9,0,0,82,0
36574,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,37,3,9,1,0,51,0
36576,Finance,region_30,Bachelor's,m,other,1,25,2,3,0,0,58,0
36577,Technology,region_7,Bachelor's,m,other,1,34,3,9,0,0,80,0
36578,Procurement,region_2,Master's & above,m,other,1,48,2,19,1,0,63,1
36579,Procurement,region_13,Bachelor's,m,sourcing,1,31,1,5,0,0,64,0
36580,Technology,region_1,Master's & above,f,sourcing,1,38,3,10,1,0,83,1
36582,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30,3,6,0,0,48,0
36583,Sales & Marketing,region_22,,m,other,1,29,,1,0,0,56,0
36584,Technology,region_2,Bachelor's,m,other,1,32,1,9,0,0,74,0
36585,Procurement,region_11,Bachelor's,f,other,1,33,4,2,0,0,69,0
36586,Technology,region_22,Below Secondary,m,other,1,22,,1,0,0,80,0
36587,Technology,region_16,Bachelor's,m,sourcing,1,50,1,6,0,0,78,0
36588,Analytics,region_14,Bachelor's,m,other,1,41,1,11,0,0,89,0
36589,Technology,region_17,Bachelor's,f,other,1,33,3,9,0,0,78,0
36590,Sales & Marketing,region_7,Master's & above,m,other,1,38,1,7,0,0,55,0
36591,Operations,region_4,Master's & above,m,other,1,51,3,15,1,1,60,0
36592,Sales & Marketing,region_13,Bachelor's,m,other,1,38,3,5,0,0,51,0
36593,Sales & Marketing,region_19,Bachelor's,m,other,1,25,,1,0,0,47,0
36596,Operations,region_26,Bachelor's,f,sourcing,1,27,3,3,1,0,62,0
36597,Operations,region_1,Bachelor's,m,sourcing,1,25,1,2,0,0,61,0
36598,Analytics,region_22,Bachelor's,m,sourcing,2,27,4,3,1,0,81,0
36602,Sales & Marketing,region_28,Bachelor's,m,other,1,32,5,5,0,0,49,0
36606,Analytics,region_28,Master's & above,m,sourcing,2,32,5,3,1,0,84,0
36608,Procurement,region_15,Master's & above,f,sourcing,1,55,3,15,0,0,70,0
36609,Procurement,region_8,Bachelor's,m,sourcing,1,26,2,2,0,0,68,0
36612,Procurement,region_23,Master's & above,f,sourcing,1,35,3,10,0,0,86,1
36613,Technology,region_11,Bachelor's,m,sourcing,2,40,3,5,0,0,81,0
36614,HR,region_27,Bachelor's,m,sourcing,1,30,,1,1,0,51,0
36615,Sales & Marketing,region_4,Bachelor's,m,other,1,47,2,5,0,0,49,0
36616,Operations,region_28,Bachelor's,f,sourcing,1,33,4,8,0,0,58,0
36617,Sales & Marketing,region_30,,m,sourcing,1,24,4,3,0,0,54,0
36619,Procurement,region_7,Bachelor's,f,other,2,30,3,6,0,0,72,0
36621,Technology,region_2,Bachelor's,f,sourcing,1,28,,1,0,0,79,0
36624,Analytics,region_2,Bachelor's,m,sourcing,1,48,3,11,0,0,86,0
36627,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,1,10,0,0,50,0
36628,Legal,region_7,Bachelor's,f,other,1,32,1,5,0,0,57,0
36630,Sales & Marketing,region_13,Bachelor's,f,other,1,30,2,3,0,0,50,0
36632,Sales & Marketing,region_7,Bachelor's,f,other,1,44,4,4,1,0,50,0
36633,Technology,region_22,Bachelor's,m,referred,1,26,3,2,1,0,84,0
36636,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,37,1,7,0,0,43,0
36637,Sales & Marketing,region_2,Bachelor's,m,other,1,54,3,20,0,0,50,0
36638,Technology,region_22,Bachelor's,m,other,3,28,2,3,1,0,80,1
36639,Finance,region_2,Bachelor's,f,other,1,30,3,5,0,0,57,0
36640,Sales & Marketing,region_31,Master's & above,m,sourcing,1,35,3,3,1,0,45,0
36642,Finance,region_7,Master's & above,m,sourcing,1,37,3,10,0,0,61,0
36643,Operations,region_32,Bachelor's,m,referred,1,28,,1,0,0,60,0
36644,Operations,region_2,Master's & above,m,sourcing,1,55,5,8,1,0,63,0
36646,Technology,region_26,Bachelor's,f,other,1,31,3,3,0,0,84,0
36648,Sales & Marketing,region_22,Bachelor's,m,other,2,34,1,9,0,0,53,0
36649,Operations,region_22,Bachelor's,f,other,1,32,2,6,1,0,57,1
36650,Sales & Marketing,region_23,Master's & above,m,other,1,40,4,6,0,0,60,1
36651,Operations,region_14,Bachelor's,m,sourcing,1,32,1,3,0,0,61,0
36652,HR,region_2,Master's & above,m,referred,1,53,3,4,0,1,88,1
36653,Legal,region_7,Bachelor's,m,sourcing,1,34,4,2,1,0,59,0
36654,Sales & Marketing,region_15,Bachelor's,m,other,1,49,3,8,1,0,47,1
36655,Operations,region_7,Bachelor's,f,other,1,30,2,5,1,0,58,1
36656,Sales & Marketing,region_2,,m,sourcing,1,24,4,2,1,0,52,0
36657,Analytics,region_26,Bachelor's,m,other,1,34,3,4,0,0,85,0
36658,Sales & Marketing,region_22,Bachelor's,m,other,1,28,2,3,1,0,54,0
36659,HR,region_7,Master's & above,f,sourcing,1,32,4,3,1,0,50,0
36660,Operations,region_4,Bachelor's,f,sourcing,1,44,5,16,0,0,55,0
36661,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,31,1,4,1,0,51,0
36662,Procurement,region_16,Bachelor's,m,other,3,31,1,3,1,0,69,0
36664,Procurement,region_7,Bachelor's,m,sourcing,4,32,4,3,1,0,66,0
36665,Technology,region_4,Bachelor's,f,other,1,32,1,4,1,0,85,0
36666,Procurement,region_13,Bachelor's,m,other,1,38,4,10,0,0,67,0
36668,Procurement,region_13,Master's & above,f,other,1,40,5,3,1,0,72,0
36669,Sales & Marketing,region_31,Master's & above,m,other,1,30,,1,1,0,49,0
36670,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,29,5,3,1,0,50,0
36671,Technology,region_31,Bachelor's,f,sourcing,1,25,3,2,0,0,79,0
36672,Operations,region_2,Master's & above,m,sourcing,2,52,3,16,0,0,59,0
36673,Sales & Marketing,region_12,Bachelor's,f,other,1,27,5,4,0,0,45,0
36675,Procurement,region_13,Master's & above,f,sourcing,1,32,3,6,0,0,71,0
36676,Operations,region_4,Master's & above,m,other,1,45,3,12,0,0,76,1
36679,Procurement,region_22,Bachelor's,m,other,3,30,5,5,1,0,69,0
36680,Procurement,region_15,Master's & above,f,sourcing,1,39,5,12,1,0,69,0
36681,Finance,region_12,Bachelor's,m,sourcing,1,28,2,4,1,1,62,0
36682,Technology,region_5,Bachelor's,f,other,1,24,3,3,0,0,79,0
36685,Sales & Marketing,region_28,Master's & above,f,other,1,32,4,7,1,0,48,1
36686,Sales & Marketing,region_31,Bachelor's,m,other,1,35,4,7,1,0,59,1
36687,Procurement,region_27,Bachelor's,f,other,1,37,5,10,1,0,70,0
36689,HR,region_2,Bachelor's,f,other,1,34,3,5,0,0,61,1
36690,Sales & Marketing,region_7,,m,sourcing,1,23,3,1,0,0,50,0
36691,Sales & Marketing,region_14,,m,other,1,24,,1,1,0,55,0
36692,Legal,region_2,Below Secondary,f,other,1,26,3,2,1,0,53,0
36693,HR,region_14,Bachelor's,m,other,1,30,1,5,0,0,53,0
36694,Procurement,region_23,Master's & above,m,other,1,39,3,11,1,0,68,1
36695,Sales & Marketing,region_2,Bachelor's,m,other,3,59,3,10,0,0,53,0
36696,Finance,region_2,Bachelor's,m,other,1,41,1,2,0,0,79,1
36697,Operations,region_19,Bachelor's,m,sourcing,2,36,4,4,0,0,57,0
36698,Technology,region_2,Below Secondary,f,other,1,24,,1,0,0,80,1
36699,Procurement,region_2,Master's & above,f,sourcing,1,47,4,19,1,0,68,0
36700,Sales & Marketing,region_31,Bachelor's,m,sourcing,3,27,3,4,0,0,53,0
36701,Operations,region_2,Master's & above,m,other,1,56,5,27,1,0,57,0
36702,Sales & Marketing,region_10,Bachelor's,m,other,1,27,3,5,0,0,48,0
36703,Sales & Marketing,region_32,Bachelor's,m,other,3,34,3,3,0,0,49,0
36704,Technology,region_26,Bachelor's,m,sourcing,1,29,5,4,1,0,81,1
36705,Operations,region_23,Bachelor's,m,other,1,34,5,6,0,0,59,0
36708,Technology,region_7,Bachelor's,f,other,2,31,2,9,0,0,80,0
36709,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,33,3,9,0,0,49,0
36710,Technology,region_2,Bachelor's,f,sourcing,1,29,4,4,1,0,83,0
36711,Analytics,region_22,Bachelor's,m,referred,2,28,3,2,1,0,85,0
36712,Sales & Marketing,region_22,Master's & above,m,other,2,30,1,8,0,0,48,0
36714,Analytics,region_25,Bachelor's,m,other,1,27,,1,0,0,85,0
36718,HR,region_27,Bachelor's,m,sourcing,1,32,3,3,0,0,52,0
36719,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,35,3,7,0,0,51,0
36720,Analytics,region_34,Bachelor's,m,sourcing,1,31,4,8,0,0,87,0
36721,Sales & Marketing,region_16,Bachelor's,m,other,1,39,3,4,1,0,50,0
36722,Procurement,region_7,Bachelor's,f,sourcing,2,26,,1,0,0,68,0
36724,Procurement,region_16,Bachelor's,f,other,2,33,5,8,1,0,68,0
36725,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,1,4,0,0,44,0
36726,Analytics,region_28,Master's & above,m,other,2,34,1,5,0,0,85,0
36727,Technology,region_23,Bachelor's,m,other,2,30,3,5,0,0,82,0
36728,Operations,region_22,Bachelor's,m,other,1,32,5,7,1,0,67,0
36729,Sales & Marketing,region_2,Bachelor's,f,other,1,33,4,2,0,0,50,0
36731,Sales & Marketing,region_15,Bachelor's,m,other,1,40,3,9,1,0,50,1
36732,R&D,region_22,Bachelor's,m,sourcing,3,27,5,2,1,0,78,0
36733,Legal,region_22,,m,sourcing,1,33,5,3,0,0,56,0
36734,Finance,region_2,Bachelor's,m,other,1,45,4,15,0,0,57,0
36735,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,24,1,2,0,0,48,0
36737,Sales & Marketing,region_5,Bachelor's,m,other,1,26,3,2,1,0,42,0
36741,Procurement,region_17,Bachelor's,f,sourcing,1,36,3,3,1,0,71,0
36742,Technology,region_2,Bachelor's,f,sourcing,1,32,5,6,1,0,77,0
36744,Operations,region_26,Bachelor's,m,sourcing,1,28,3,2,0,0,58,0
36745,Technology,region_2,Below Secondary,m,referred,1,24,2,1,1,0,76,0
36746,Sales & Marketing,region_2,Master's & above,m,sourcing,1,45,4,13,1,0,51,1
36748,Legal,region_2,Bachelor's,m,other,1,47,3,4,0,0,60,0
36749,Finance,region_29,Bachelor's,m,sourcing,1,30,3,5,0,0,59,0
36750,Sales & Marketing,region_20,Bachelor's,m,other,3,29,3,2,0,0,51,0
36754,Procurement,region_2,Bachelor's,f,other,1,43,5,14,1,0,72,1
36755,Operations,region_22,Master's & above,f,sourcing,1,46,5,14,0,0,57,0
36758,Sales & Marketing,region_16,Bachelor's,m,other,2,29,1,2,0,0,46,0
36759,Procurement,region_28,Master's & above,f,other,1,32,5,2,1,0,68,0
36760,Procurement,region_2,Bachelor's,f,other,1,52,3,6,1,1,71,1
36761,Analytics,region_22,Bachelor's,f,sourcing,1,27,5,4,1,0,83,0
36762,Operations,region_2,Master's & above,m,other,1,37,5,8,1,0,55,0
36763,Sales & Marketing,region_3,Bachelor's,m,other,1,30,1,6,1,0,48,0
36766,Finance,region_23,Bachelor's,m,other,1,26,4,3,0,0,58,0
36768,Procurement,region_31,Bachelor's,f,other,1,26,4,3,1,0,65,0
36769,R&D,region_15,Master's & above,m,other,1,38,3,4,0,0,85,0
36771,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,2,6,0,0,48,0
36772,Finance,region_7,Bachelor's,m,other,1,32,4,8,0,0,58,0
36773,Technology,region_26,Bachelor's,m,sourcing,1,25,,1,0,0,82,0
36774,HR,region_22,Bachelor's,m,other,1,47,4,8,1,0,48,0
36775,Sales & Marketing,region_28,Master's & above,f,other,1,29,5,5,0,0,53,0
36776,Technology,region_23,Bachelor's,m,referred,1,29,5,3,0,0,80,1
36777,Technology,region_14,Master's & above,m,sourcing,1,35,3,4,1,0,79,0
36779,Legal,region_24,Bachelor's,m,sourcing,1,25,4,2,0,0,61,0
36780,Operations,region_2,Bachelor's,f,sourcing,1,29,3,3,1,0,61,0
36781,Technology,region_26,Bachelor's,f,other,1,39,4,7,0,0,77,0
36782,Legal,region_2,Below Secondary,m,sourcing,3,27,,1,0,0,58,0
36783,Technology,region_26,Master's & above,m,sourcing,1,56,4,12,0,0,81,0
36784,Sales & Marketing,region_1,Master's & above,m,other,1,38,5,3,0,0,49,0
36785,Operations,region_2,Bachelor's,m,other,1,37,3,3,0,0,58,0
36786,Sales & Marketing,region_5,Bachelor's,m,other,1,32,3,7,0,0,53,0
36787,Sales & Marketing,region_2,,f,other,1,36,2,4,0,0,50,0
36789,Operations,region_7,Master's & above,m,sourcing,1,57,4,17,1,0,63,0
36791,HR,region_2,Master's & above,m,other,1,42,3,12,0,0,45,0
36795,Sales & Marketing,region_23,Master's & above,m,other,1,51,5,4,1,0,52,0
36798,Analytics,region_15,Bachelor's,m,other,1,32,4,9,0,0,86,0
36799,Operations,region_31,Bachelor's,f,other,1,28,3,3,0,0,58,0
36800,Operations,region_2,Bachelor's,f,sourcing,1,50,3,4,1,0,59,0
36801,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,38,5,10,0,0,54,0
36802,Finance,region_26,Bachelor's,m,sourcing,2,33,4,6,0,1,57,0
36804,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,34,1,3,0,0,47,0
36805,Analytics,region_29,,m,sourcing,1,30,,1,1,0,85,0
36808,Operations,region_2,Master's & above,m,sourcing,1,33,2,7,0,0,57,0
36809,Finance,region_2,Bachelor's,m,other,2,30,5,6,0,0,54,0
36810,Finance,region_2,Bachelor's,m,other,2,30,3,6,1,0,61,0
36811,Sales & Marketing,region_25,Master's & above,m,sourcing,1,32,2,7,0,0,57,0
36813,Sales & Marketing,region_26,Bachelor's,m,other,1,33,2,7,1,0,52,0
36816,Procurement,region_20,Bachelor's,m,sourcing,4,28,3,6,0,0,68,0
36817,Operations,region_11,Master's & above,f,other,2,39,3,7,1,0,56,1
36818,Operations,region_13,Bachelor's,m,other,1,36,3,9,1,1,58,0
36821,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,3,2,0,0,66,1
36822,Sales & Marketing,region_23,Master's & above,f,other,1,32,3,7,0,0,53,0
36829,Sales & Marketing,region_5,Bachelor's,m,other,3,31,1,8,0,0,48,0
